postcode,latitude,longitude,city
G81,55.91309,-4.4066,West Dunbartonshire
G82,55.95195,-4.57403,West Dunbartonshire
G83,56.01196,-4.58444,West Dunbartonshire
EH27,55.89063,-3.42319,West Lothian
EH47,55.85976,-3.66336,West Lothian
EH48,55.9011,-3.66353,West Lothian
EH49,55.97656,-3.59785,West Lothian
EH52,55.93756,-3.48256,West Lothian
EH53,55.8936,-3.47608,West Lothian
EH54,55.89212,-3.524,West Lothian
EH55,55.84748,-3.57178,West Lothian
NP13,51.73412,-3.13977,Blaenau Gwent
NP22,51.7707,-3.25665,Blaenau Gwent
NP23,51.78482,-3.19615,Blaenau Gwent
CF31,51.50876,-3.57514,Bridgend
CF32,51.55992,-3.58268,Bridgend
CF33,51.52424,-3.69101,Bridgend
CF34,51.61024,-3.65087,Bridgend
CF35,51.52211,-3.51793,Bridgend
CF36,51.48456,-3.69818,Bridgend
CF81,51.6998,-3.24311,Caerphilly
CF82,51.65132,-3.236,Caerphilly
CF83,51.58587,-3.2169,Caerphilly
NP11,51.64249,-3.13025,Caerphilly
NP12,51.6688,-3.19743,Caerphilly
NP24,51.71964,-3.23786,Caerphilly
CF10,51.47387,-3.17648,Cardiff
CF11,51.47281,-3.19229,Cardiff
CF14,51.51947,-3.20216,Cardiff
CF15,51.53401,-3.27319,Cardiff
CF23,51.5155,-3.15016,Cardiff
CF24,51.48479,-3.16379,Cardiff
CF3,51.51947,-3.11134,Cardiff
CF5,51.48219,-3.2415,Cardiff
SA14,51.73245,-4.10721,Carmarthenshire
SA15,51.69989,-4.16648,Carmarthenshire
SA16,51.68922,-4.25569,Carmarthenshire
SA17,51.7579,-4.2852,Carmarthenshire
SA18,51.79798,-3.95796,Carmarthenshire
SA19,51.95284,-3.94723,Carmarthenshire
SA20,52.01025,-3.78651,Carmarthenshire
SA31,51.85639,-4.30762,Carmarthenshire
SA32,51.88597,-4.17106,Carmarthenshire
SA33,51.85022,-4.4351,Carmarthenshire
SA34,51.85258,-4.61822,Carmarthenshire
SA38,52.0401,-4.47312,Carmarthenshire
SA39,52.01955,-4.24166,Carmarthenshire
SA40,52.08378,-4.17335,Ceredigion
SA43,52.08619,-4.62896,Ceredigion
SA44,52.08625,-4.37201,Ceredigion
SA45,52.20794,-4.358,Ceredigion
SA46,52.23254,-4.24945,Ceredigion
SA47,52.19028,-4.29561,Ceredigion
SA48,52.14338,-4.11048,Ceredigion
SY23,52.38184,-4.05129,Ceredigion
SY24,52.47045,-4.02302,Ceredigion
SY25,52.2381,-3.93626,Ceredigion
LL22,53.26827,-3.59257,Conwy
LL24,53.05695,-3.78474,Conwy
LL25,53.0546,-3.87866,Conwy
LL26,53.13877,-3.78514,Conwy
LL27,53.14718,-3.82288,Conwy
LL28,53.28749,-3.75983,Conwy
LL29,53.28916,-3.70738,Conwy
LL30,53.31813,-3.81514,Conwy
LL31,53.29035,-3.80946,Conwy
LL32,53.26022,-3.83968,Conwy
LL33,53.24987,-3.98015,Conwy
LL34,53.27076,-3.91212,Conwy
LL15,53.10263,-3.31455,Denbighshire
LL16,53.18489,-3.43231,Denbighshire
LL17,53.25319,-3.4346,Denbighshire
LL18,53.31023,-3.47554,Denbighshire
LL19,53.33082,-3.40866,Denbighshire
LL20,52.95949,-3.15982,Denbighshire
LL21,52.99006,-3.40947,Denbighshire
LL23,52.90493,-3.60003,Gwynedd
LL35,52.54657,-4.04127,Gwynedd
LL36,52.60374,-4.06313,Gwynedd
LL37,52.66546,-4.0823,Gwynedd
LL38,52.69767,-4.03943,Gwynedd
LL39,52.71076,-4.01043,Gwynedd
LL40,52.75614,-3.87468,Gwynedd
LL41,52.96914,-3.9375,Gwynedd
LL42,52.7253,-4.05405,Gwynedd
LL43,52.77409,-4.09193,Gwynedd
LL44,52.79111,-4.09572,Gwynedd
LL45,52.81989,-4.09562,Gwynedd
LL46,52.85477,-4.10621,Gwynedd
LL47,52.9014,-4.06237,Gwynedd
LL48,52.93544,-4.06994,Gwynedd
LL49,52.92883,-4.13808,Gwynedd
LL51,52.97377,-4.23712,Gwynedd
LL52,52.92425,-4.24052,Gwynedd
LL53,52.88418,-4.49117,Gwynedd
LL54,53.05829,-4.28478,Gwynedd
LL55,53.13355,-4.20355,Gwynedd
LL56,53.18669,-4.19879,Gwynedd
LL57,53.20718,-4.10998,Gwynedd
LL58,53.28022,-4.09857,Isle of Anglesey
LL59,53.23417,-4.15926,Isle of Anglesey
LL60,53.21505,-4.26915,Isle of Anglesey
LL61,53.1954,-4.26212,Isle of Anglesey
LL62,53.21007,-4.38572,Isle of Anglesey
LL63,53.21824,-4.47007,Isle of Anglesey
LL64,53.22805,-4.51709,Isle of Anglesey
LL65,53.30067,-4.5694,Isle of Anglesey
LL66,53.38055,-4.40427,Isle of Anglesey
LL67,53.41097,-4.45565,Isle of Anglesey
LL68,53.39818,-4.37668,Isle of Anglesey
LL69,53.38583,-4.31883,Isle of Anglesey
LL70,53.36396,-4.28758,Isle of Anglesey
LL71,53.32732,-4.36823,Isle of Anglesey
LL72,53.34957,-4.24023,Isle of Anglesey
LL73,53.33511,-4.24397,Isle of Anglesey
LL74,53.31645,-4.23248,Isle of Anglesey
LL75,53.28343,-4.21876,Isle of Anglesey
LL76,53.30017,-4.23764,Isle of Anglesey
LL77,53.26011,-4.31053,Isle of Anglesey
LL78,53.31678,-4.26253,Isle of Anglesey
CF46,51.66501,-3.3,Merthyr Tydfil
CF47,51.75139,-3.37492,Merthyr Tydfil
CF48,51.74067,-3.3688,Merthyr Tydfil
NP15,51.72552,-2.88616,Monmouthshire
NP16,51.64951,-2.68808,Monmouthshire
NP25,51.80307,-2.72232,Monmouthshire
NP26,51.59051,-2.77669,Monmouthshire
NP7,51.82884,-3.00864,Monmouthshire
SA10,51.68722,-3.79836,Neath Port Talbot
SA11,51.67428,-3.76168,Neath Port Talbot
SA12,51.60725,-3.79375,Neath Port Talbot
SA13,51.60559,-3.72436,Neath Port Talbot
SA8,51.72153,-3.8475,Neath Port Talbot
NP10,51.57943,-3.04497,Newport
NP18,51.60637,-2.94305,Newport
NP19,51.58913,-2.9629,Newport
NP20,51.59057,-3.0048,Newport
SA35,51.97349,-4.55974,Pembrokeshire
SA36,51.95717,-4.60684,Pembrokeshire
SA37,52.01684,-4.59282,Pembrokeshire
SA41,51.99718,-4.70679,Pembrokeshire
SA42,52.01534,-4.8522,Pembrokeshire
SA61,51.79916,-4.97345,Pembrokeshire
SA62,51.84093,-5.06333,Pembrokeshire
SA63,51.87409,-4.85342,Pembrokeshire
SA64,52.00147,-5.01162,Pembrokeshire
SA65,51.98818,-4.96848,Pembrokeshire
SA66,51.88121,-4.74342,Pembrokeshire
SA67,51.78165,-4.73157,Pembrokeshire
SA68,51.72867,-4.76603,Pembrokeshire
SA69,51.71029,-4.70555,Pembrokeshire
SA70,51.67176,-4.73797,Pembrokeshire
SA71,51.66716,-4.92863,Pembrokeshire
SA72,51.6913,-4.93453,Pembrokeshire
SA73,51.71634,-5.01146,Pembrokeshire
LD1,52.26047,-3.3657,Powys
LD2,52.14145,-3.39275,Powys
LD3,51.96006,-3.37111,Powys
LD4,52.11786,-3.55416,Powys
LD5,52.12692,-3.61584,Powys
LD6,52.30909,-3.50804,Powys
LD7,52.3524,-3.08513,Powys
LD8,52.26735,-3.04348,Powys
NP8,51.85996,-3.14586,Powys
SA9,51.78122,-3.76729,Powys
SY15,52.55518,-3.12995,Powys
SY16,52.52004,-3.31183,Powys
SY17,52.51644,-3.46501,Powys
SY18,52.44076,-3.54784,Powys
SY19,52.57388,-3.61156,Powys
SY20,52.61405,-3.81838,Powys
SY21,52.65784,-3.20505,Powys
SY22,52.75604,-3.18553,Powys
CF37,51.6026,-3.33288,Rhondda Cynon Taff
CF38,51.56034,-3.33164,Rhondda Cynon Taff
CF39,51.60153,-3.42382,Rhondda Cynon Taff
CF40,51.62009,-3.45041,Rhondda Cynon Taff
CF41,51.64758,-3.48164,Rhondda Cynon Taff
CF42,51.66685,-3.52132,Rhondda Cynon Taff
CF43,51.65788,-3.44872,Rhondda Cynon Taff
CF44,51.71802,-3.45788,Rhondda Cynon Taff
CF45,51.66882,-3.36085,Rhondda Cynon Taff
CF72,51.52989,-3.39852,Rhondda Cynon Taff
SA1,51.62742,-3.93905,Swansea
SA2,51.62021,-3.99364,Swansea
SA3,51.57965,-4.05105,Swansea
SA4,51.67054,-4.04792,Swansea
SA5,51.64851,-3.96886,Swansea
SA6,51.67539,-3.92084,Swansea
SA7,51.6615,-3.88989,Swansea
CF61,51.40748,-3.47962,The Vale of Glamorgan
CF62,51.40412,-3.30841,The Vale of Glamorgan
CF63,51.4119,-3.25542,The Vale of Glamorgan
CF64,51.43328,-3.18838,The Vale of Glamorgan
CF71,51.46176,-3.45402,The Vale of Glamorgan
NP4,51.71882,-3.04528,Torfaen
NP44,51.65064,-3.02637,Torfaen
LL11,53.06314,-3.03425,Wrexham
LL12,53.08601,-2.98851,Wrexham
LL13,53.0359,-2.95902,Wrexham
LL14,52.99198,-3.05043,Wrexham
